RUN,TestCase,CASO,FIGURA,Persona,PARENTESCO,RIESGO,EDAD,Sexo,nombre,er_apellido,do_apellido,fnacimiento,RFC,ocupacion,actividad,origen_de_recursos,estado_civil,cp,calle_y_numero,pep,ZONA,Estado,Plan,DNI,consecutivo,nuevo dni 
1,255,255,,Fisica,Dependiente,,56,Hombre,RODOLFO,MANCHA,HAMILTON,10/01/1968,,ABOGADO,OTROS,OTROS,Soltero/a,10000,SAN ANDRES,N,I,Distrito Federal,AMI,RODMANHAM19680110H01,877,RODMANHAM19680110H01
1,256,256,Titular,Fisica,Titular,,59,Mujer,ELIZABETH,MORILLO,RICE,10/01/1965,,ABOGADO,OTROS,OTROS,Soltero/a,10000,SAN ANDRES,N,I,Distrito Federal,AMI,ELIMORRIC19650110M01,878,ELIMORRIC19650110M01
1,256,256,,Fisica,Dependiente,,24,Hombre,RODRIGO,DAVID,GOVEA,10/01/2000,,ABOGADO,OTROS,OTROS,Soltero/a,10000,SAN ANDRES,N,I,Distrito Federal,AMI,RODDAVGOV20000110H01,879,RODDAVGOV20000110H01
1,257,257,Titular,Fisica,Titular,Preferente,41,Hombre,ROGELIO,AVILA,NEWMAN,10/01/1983,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,ROGAVINEW19830110H01,880,ROGAVINEW19830110H01
1,257,257,,Fisica,Dependiente,Preferente,59,Hombre,RUBEN,MORIN,BURKE,10/01/1965,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,RUBMORBUR19650110H01,881,RUBMORBUR19650110H01
1,257,257,,Fisica,Dependiente,,26,Mujer,ELIZABETH,BERRY,TOMAS,10/01/1998,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,ELIBERTOM19980110M01,882,ELIBERTOM19980110M01
1,257,257,,Fisica,Dependiente,,19,Hombre,SALVADOR,LAGUNA,ARIZA,10/01/2005,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,SALLAGARI20050110H01,883,SALLAGARI20050110H01
1,257,257,,Fisica,Hijo(a),,16,Mujer,EMILIA,WARD,BISHOP,10/01/2008,,ESTUDIANTE,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,EMIWARBIS20080110M01,884,EMIWARBIS20080110M01
1,257,257,,Fisica,Hijo(a),,14,Hombre,SAMUEL,MANCILLA,SANTISTEVAN,10/01/2010,,ESTUDIANTE,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,SAMMANSAN20100110H01,885,SAMMANSAN20100110H01
1,257,257,,Fisica,Hijo(a),,13,Hombre,SANCHO,CASAREZ,BLAS,10/01/2011,,ESTUDIANTE,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,SANCASBLA20110110H01,886,SANCASBLA20110110H01
1,257,257,,Fisica,Hijo(a),,12,Mujer,EMILIA,ARANA,ESTEBAN,10/01/2012,,ESTUDIANTE,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,EMIARAEST20011012M01,887,EMIARAEST20120110M01
1,257,257,,Fisica,Hijo(a),,10,Hombre,SANTIAGO,NINO,MATUTE,10/01/2014,,ESTUDIANTE,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,SANNINMAT20140110H01,888,SANNINMAT20140110H01
1,258,258,Titular,Fisica,Titular,,62,Mujer,EMILY,PIEDRA,PARADA,10/01/1962,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,AMF A,EMIPIEPAR19620110M01,889,EMIPIEPAR19620110M01
1,258,258,,Fisica,Dependiente,Preferente,43,Mujer,EMILY,BRAUD,CORRALES,10/01/1981,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,AMF A,EMIBRACOR19810110M01,890,EMIBRACOR19810110M01
1,258,258,,Fisica,Dependiente,,40,Mujer,EMMA,APARICIO,ALLEN,10/01/1984,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,AMF A,EMMAPAALL19840110M01,891,EMMAPAALL19840110M01
1,258,258,,Fisica,Dependiente,,19,Hombre,SANTINO,ELLIS,PEDRAZA,10/01/2005,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,AMF A,SANELLPED20050110H01,892,SANELLPED20050110H01
1,259,259,Titular,Fisica,Titular,,52,Mujer,EMMA,GUERRERO,DORADO,10/01/1972,,ABOGADO,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,AMF A,EMMGUEDOR19720110M01,893,EMMGUEDOR19720110M01
1,259,259,,Fisica,Dependiente,Preferente,40,Mujer,ESPERANZA,APODACA,MURPHY,10/01/1984,,ABOGADO,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,AMF A,ESPAPOMUR19840110M01,894,ESPAPOMUR19840110M01
1,259,259,,Fisica,Dependiente,,24,Hombre,SEBASTIAN,BARRERAS,GURROLA,10/01/2000,,ABOGADO,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,AMF A,SEBBARGUR20000110H01,895,SEBBARGUR20000110H01
1,259,259,,Fisica,Dependiente,,20,Hombre,SERGIO,PLACENCIA,VERDUGO,10/01/2004,,ABOGADO,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,AMF A,SERPLAVER20040110H01,896,SERPLAVER20040110H01
1,259,259,,Fisica,Dependiente,,19,Mujer,ESPERANZA,BRUNO,ABREGO,10/01/2005,,ABOGADO,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,AMF A,ESPBRUABR20050110M01,897,ESPBRUABR20050110M01
1,259,259,,Fisica,Hijo(a),,4,Hombre,SIMON,BERMUDEZ,SENA,10/01/2020,,ESTUDIANTE,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,AMF A,SIMBERSEN20200110H01,898,SIMBERSEN20200110H01
1,259,259,,Fisica,Hijo(a),,3,Hombre,THIAGO,QUINONES,BELL,10/01/2021,,ESTUDIANTE,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,AMF A,THIQUIBEL20210110H01,899,THIQUIBEL20210110H01
1,259,259,,Fisica,Hijo(a),,2,Mujer,ESTRELLA,MELENDEZ,ALVARENGA,10/01/2022,,ESTUDIANTE,OTROS,OTROS,Soltero/a,72000,SAN ANTONIO,N,CS,Puebla,AMF A,ESTMELALV20220110M01,900,ESTMELALV20220110M01
1,260,260,Titular,Fisica,Titular,,30,Hombre,TOMAS,OLMEDA,CAMPA,10/01/1994,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,TOMOLMCAM19940110H01,901,TOMOLMCAM19940110H01
1,260,260,,Fisica,Dependiente,,45,Hombre,VALENTINO,CARRANZA,GARRIDO,10/01/1979,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,VALCARGAR19790110H01,902,VALCARGAR19790110H01
1,260,260,,Fisica,Dependiente,,38,Hombre,VICENTE,ABREU,CARRIZALES,10/01/1986,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,VICABRCAR19860110H01,903,VICABRCAR19860110H01
1,260,260,,Fisica,Dependiente,,36,Mujer,ESTRELLA,VALDERRAMA,LUCAS,10/01/1988,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,ESTVALLUC19880110M01,904,ESTVALLUC19880110M01
1,260,260,,Fisica,Dependiente,,33,Hombre,VICTOR,CAZAREZ,MURPHY,10/01/1991,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,VICCAZMUR19910110H01,905,VICCAZMUR19910110H01
1,260,260,,Fisica,Hijo(a),,19,Mujer,EVA,FISHER,CASTREJON,10/01/2005,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,EVAFISCAS20050110M01,906,EVAFISCAS20050110M01
1,260,260,,Fisica,Hijo(a),,15,Mujer,EVA,CARRIZALES,BAILEY,10/01/2009,,ESTUDIANTE,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,EVACARBAI20090110M01,907,EVACARBAI20090110M01
1,261,261,Titular,Fisica,Titular,,53,Mujer,FELIX,HOYOS,OVALLE,10/01/1971,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,FELHOYOVA19710110M01,908,FELHOYOVA19710110M01
1,261,261,,Fisica,Dependiente,,21,Mujer,FELIX,CORDOBA,VALLADARES,10/01/2003,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,FELCORVAL20030110M01,909,FELCORVAL20030110M01
1,261,261,,Fisica,Dependiente,,58,Mujer,FERNANDA,MINAYA,MOSQUEDA,10/01/1966,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,FERMINMOS19660110M01,910,FERMINMOS19660110M01
1,261,261,,Fisica,Dependiente,,47,Hombre,AARON,CRAIG,MATEO,10/01/1977,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,AARCRAMAT19770110H01,911,AARCRAMAT19770110H01
1,261,261,,Fisica,Dependiente,,37,Mujer,FERNANDA,DASILVA,HALL,10/01/1987,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,FERDASHAL19870110M01,912,FERDASHAL19870110M01
1,261,261,,Fisica,Dependiente,,22,Hombre,ABRAHAM,GRIFFIN,ESTEVEZ,10/01/2002,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,ABRGRIEST20020110H01,913,ABRGRIEST20020110H01
1,262,262,Titular,Fisica,Titular,,50,Mujer,FLOR,FERRER,SAMANO,10/01/1974,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,FLOFERSAM19740110M01,914,FLOFERSAM19740110M01
1,262,262,,Fisica,Dependiente,,56,Hombre,ADAN,MANCIA,MENDIETA,10/01/1968,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,ADAMANMEN19680110H01,915,ADAMANMEN19680110H01
1,262,262,,Fisica,Hijo(a),,17,Mujer,FLOR,BARCENAS,MANRIQUE,10/01/2007,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,FLOBARMAN20070110M01,916,FLOBARMAN20070110M01
1,262,262,,Fisica,Hijo(a),,13,Mujer,FLORENCIA,ABARCA,RUBALCABA,10/01/2011,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,FLOABARUB20110110M01,917,FLOABARUB20110110M01
1,262,262,,Fisica,Hijo(a),,9,Mujer,FLORENCIA,RUVALCABA,STONE,10/01/2015,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,FLORUVSTO20150110M01,918,FLORUVSTO20150110M01
1,262,262,,Fisica,Hijo(a),,5,Mujer,FRANCESCA,VALLEJO,ALMANZAR,10/01/2019,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,FRAVALALM20190110M01,919,FRAVALALM20190110M01
1,262,262,,Fisica,Hijo(a),,1,Mujer,FRANCESCA,FERNANDEZ,FORD,10/01/2023,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,FRAFERFOR20230110M01,920,FRAFERFOR20230110M01
1,263,263,Titular,Fisica,Titular,,61,Hombre,ALBERTO,PALACIO,CABELLO,10/01/1963,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,ALBPALCAB19630110H01,921,ALBPALCAB19630110H01
1,263,263,,Fisica,Dependiente,,41,Mujer,FRIDA,AVILES,LIZARRAGA,10/01/1983,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,FRIAVILIZ19830110M01,922,FRIAVILIZ19830110M01
1,264,264,Titular,Fisica,Titular,,51,Mujer,FRIDA,GENAO,ROYBAL,10/01/1973,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,FRIGENROY19730110M01,923,FRIGENROY19730110M01
1,264,264,,Fisica,Dependiente,,31,Hombre,ALEJANDRO,HILARIO,ECHEVARRIA,10/01/1993,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,ALEHILECH19930110H01,924,ALEHILECH19930110H01
1,265,265,Titular,Fisica,Titular,,40,Hombre,ALFREDO,APONTE,SANTACRUZ,10/01/1984,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,AMF A,ALFAPOSAN19840110H01,925,ALFAPOSAN19840110H01
1,265,265,,Fisica,Dependiente,,53,Mujer,GABRIELA,HUDSON,GODOY,10/01/1971,,ABOGADO,OTROS,OTROS,Soltero/a,42000,TEPATITLAN DE MORELOS,N,CEN,Hidalgo,AMF A,GABHUDGOD19710110M01,926,GABHUDGOD19710110M01
1,266,266,Titular,Fisica,Titular,,60,Mujer,GABRIELA,NUNEZ,BENAVIDEZ,10/01/1964,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,AMF A,GABNUNBEN19640110M01,927,GABNUNBEN19640110M01
1,266,266,,Fisica,Dependiente,Preferente,40,Mujer,GLORIA,AQUINO,ROBLES,10/01/1984,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,AMF A,GLOAQUROB19840110M01,928,GLOAQUROB19840110M01
1,267,267,Titular,Fisica,Titular,,31,Hombre,ALFONSO,DAVIDSON,JOHNSTON,10/01/1993,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,ALFDAVJOH19930110H01,929,ALFDAVJOH19930110H01
1,267,267,,Fisica,Dependiente,,30,Hombre,ALONSO,CUENCA,ALATORRE,10/01/1994,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,ALOCUEALA19940110H01,930,ALOCUEALA19940110H01
1,267,267,,Fisica,Dependiente,,26,Mujer,GLORIA,GAUNA,LANDAVERDE,10/01/1998,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,GLOGAULAN19980110M01,931,GLOGAULAN19980110M01
1,268,268,Titular,Fisica,Titular,,60,Hombre,ALVARO,NUNO,OLAGUE,10/01/1964,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,ALVNUNOLA19640110H01,932,ALVNUNOLA19640110H01
1,268,268,,Fisica,Dependiente,,42,Mujer,GRACIA,BEJARANO,HENRY,10/01/1982,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,GRABEJHEN19820110M01,933,GRABEJHEN19820110M01
1,268,268,,Fisica,Hijo(a),,18,Mujer,GRACIA,GALLO,RETANA,10/01/2006,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,GRAGALRET20060110M01,934,GRAGALRET20060110M01
1,268,268,,Fisica,Hijo(a),,14,Mujer,GUADALUPE,ARAIZA,GILBERT,10/01/2010,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,GUAARAGIL20100110M01,935,GUAARAGIL20100110M01
1,268,268,,Fisica,Hijo(a),,10,Mujer,GUADALUPE,PICHARDO,COBIAN,10/01/2014,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,GUAPICCOB20140110M01,936,GUAPICCOB20140110M01
1,268,268,,Fisica,Hijo(a),,6,Mujer,INES,THOMPSON,ZAZUETA,10/01/2018,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,INETHOZAZ20180110M01,937,INETHOZAZ20180110M01
1,268,268,,Fisica,Hijo(a),,2,Mujer,INES,VELEZ,MARRUFO,10/01/2022,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,INEVELMAR20220110M01,938,INEVELMAR20220110M01
1,269,269,Titular,Fisica,Titular,Preferente,55,Mujer,IRENE,LIRIANO,ABREU,10/01/1969,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,AMF A,IRELIRABR19690110M01,939,IRELIRABR19690110M01
1,269,269,,Fisica,Dependiente,,60,Mujer,IRENE,OBANDO,BARAJAS,10/01/1964,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,AMF A,IREOBABAR19640110M01,940,IREOBABAR19640110M01
1,270,270,Titular,Fisica,Titular,,59,Hombre,ANDRES,MORONES,FERRER,10/01/1965,,ABOGADO,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,AMF A,ANDMORFER19650110H01,941,ANDMORFER19650110H01
1,270,270,,Fisica,Dependiente,,48,Hombre,ANGELO,DELEON,ALICEA,10/01/1976,,ABOGADO,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,AMF A,ANGDELALI19760110H01,942,ANGDELALI19760110H01
1,271,271,Titular,Fisica,Titular,,23,Mujer,ISABEL,MATAMOROS,SOLANO,10/01/2001,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,AMF A,ISAMATSOL20010110M01,943,ISAMATSOL20010110M01
1,271,271,,Fisica,Dependiente,,25,Mujer,ISABEL,TRIANA,CASTILLO,10/01/1999,,ABOGADO,OTROS,OTROS,Soltero/a,10000,LEGARIA,N,CD1,Distrito Federal,AMF A,ISATRICAS19990110M01,944,ISATRICAS19990110M01
1,272,272,Titular,Fisica,Titular,Preferente,52,Hombre,ANTONIO,GUEVARA,LEWIS,10/01/1972,,ABOGADO,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,AMF A,ANTGUELEW19720110H01,945,ANTGUELEW19720110H01
1,272,272,,Fisica,Dependiente,Preferente,55,Mujer,ISABELLA,LITTLE,SOLORIO,10/01/1969,,ABOGADO,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,AMF A,ISALITSOL19690110M01,946,ISALITSOL19690110M01
1,272,272,,Fisica,Hijo(a),,19,Mujer,ISABELLA,CALZADA,ANGULO,10/01/2005,,ABOGADO,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,AMF A,ISACALANG20050110M01,947,ISACALANG20050110M01
1,272,272,,Fisica,Hijo(a),,15,Mujer,IVANNA,GALAVIZ,GARAY,10/01/2009,,ESTUDIANTE,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,AMF A,IVAGALGAR20090110M01,948,IVAGALGAR20090110M01
1,272,272,,Fisica,Hijo(a),,11,Mujer,IVANNA,PALOMINO,CARABALLO,10/01/2013,,ESTUDIANTE,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,AMF A,IVAPALCAR20130110M01,949,IVAPALCAR20130110M01
1,272,272,,Fisica,Hijo(a),,7,Mujer,JAVIERA,SOLORIO,ARMENDARIZ,10/01/2017,,ESTUDIANTE,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,AMF A,JAVSOLARM20170110M01,950,JAVSOLARM20170110M01
1,272,272,,Fisica,Hijo(a),,3,Mujer,JAVIERA,DELAROSA,MACHADO,10/01/2021,,ESTUDIANTE,OTROS,OTROS,Soltero/a,50000,ZAPOTE DEL VALLE,N,CD2,Mexico,AMF A,JAVDELMAC20210110M01,951,JAVDELMAC20210110M01
1,273,273,Titular,Fisica,Titular,,57,Mujer,JOSEFINA,MCCOY,TAVERA,10/01/1967,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,JOSMCCTAV19670110M01,952,JOSMCCTAV19670110M01
1,273,273,,Fisica,Dependiente,,28,Mujer,JOSEFINA,VITAL,VIZCARRA,10/01/1996,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,JOSVITVIZ19960110M01,953,JOSVITVIZ19960110M01
1,274,274,Titular,Fisica,Titular,,39,Hombre,ARMANDO,ALEJOS,GOMES,10/01/1985,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,ARMALEGOM19850110H01,954,ARMALEGOM19850110H01
1,274,274,,Fisica,Dependiente,,55,Hombre,ARTURO,LIZAMA,ESQUEDA,10/01/1969,,ABOGADO,OTROS,OTROS,Soltero/a,25000,AGUA CALIENTE,N,NOR,Coahuila,AMF A,ARTLIZESQ19690110H01,955,ARTLIZESQ19690110H01
1,275,275,Titular,Fisica,Titular,Preferente,46,Hombre,AUGUSTO,CHAVARRIA,ATILANO,10/01/1978,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,AUGCHAATI19780110H01,956,AUGCHAATI19780110H01
1,275,275,,Fisica,Dependiente,Preferente,29,Hombre,BARTOLOME,BLAS,MAYO,10/01/1995,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,BARBLAMAY19950110H01,957,BARBLAMAY19950110H01
1,276,276,Titular,Fisica,Titular,,34,Mujer,JUANA,CALDWELL,MERCED,10/01/1990,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,JUACALMER19900110M01,958,JUACALMER19900110M01
1,276,276,,Fisica,Dependiente,,46,Mujer,JUANA,CHAVES,ALMODOVAR,10/01/1978,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,JUACHAALM19780110M01,959,JUACHAALM19780110M01
1,277,277,Titular,Fisica,Titular,,59,Mujer,JUANITA,MORRIS,MIJARES,10/01/1965,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,JUAMORMIJ19650110M01,960,JUAMORMIJ19650110M01
1,277,277,,Fisica,Dependiente,,46,Hombre,BENJAMIN,CHAVEZ,WONG,10/01/1978,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,BENCHAWON19780110H01,961,BENCHAWON19780110H01
1,277,277,,Fisica,Dependiente,,0,Mujer,JUANITA,RODRIGUEZ,SILVAS,10/01/2024,,ESTUDIANTE,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,JUARODSIL20240110M01,962,JUARODSIL20240110M01
1,278,278,Titular,Fisica,Titular,Preferente,35,Mujer,JULIA,GRANDA,CASAREZ,10/01/1989,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,JULGRACAS19890110M01,963,JULGRACAS19890110M01
1,278,278,,Fisica,Dependiente,Preferente,53,Hombre,BERNARDO,HUERTA,CONCEPCION,10/01/1971,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,BERHUECON19710110H01,964,BERHUECON19710110H01
1,278,278,,Fisica,Hijo(a),,20,Mujer,JULIA,REAL,RAMIRES,10/01/2004,,ABOGADO,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,JULREARAM20040110M01,965,JULREARAM20040110M01
1,278,278,,Fisica,Hijo(a),,16,Mujer,JULIANA,CORONEL,MAGALLANES,10/01/2008,,ESTUDIANTE,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,JULCORMAG20080110M01,966,JULCORMAG20080110M01
1,278,278,,Fisica,Hijo(a),,12,Mujer,JULIANA,NOLASCO,ROBERTS,10/01/2012,,ESTUDIANTE,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,JULNOLROB20011012M01,967,JULNOLROB20120110M01
1,278,278,,Fisica,Hijo(a),,8,Mujer,JULIETA,LEWIS,ARGUELLO,10/01/2016,,ESTUDIANTE,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,JULLEWARG20160110M01,968,JULLEWARG20160110M01
1,278,278,,Fisica,Hijo(a),,4,Mujer,JULIETA,BENAVIDES,RUEDA,10/01/2020,,ESTUDIANTE,OTROS,OTROS,Soltero/a,21000,EL BARRO,N,NOE,Baja California,AMF A,JULBENRUE20200110M01,969,JULBENRUE20200110M01
1,279,279,Titular,Fisica,Titular,,54,Hombre,CARLOS,KENNEDY,ROSALEZ,10/01/1970,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,CARKENROS19700110H01,970,CARKENROS19700110H01
1,279,279,,Fisica,Dependiente,,49,Hombre,CESAR,ECHEVERRIA,MERIDA,10/01/1975,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,CESECHMER19750110H01,971,CESECHMER19750110H01
1,280,280,Titular,Fisica,Titular,,39,Mujer,KATIA,ALEMAN,MESTAS,10/01/1985,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,KATALEMES19850110M01,972,KATALEMES19850110M01
1,280,280,,Fisica,Dependiente,,56,Mujer,KATIA,MANCILLA,ESCARENO,10/01/1968,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,KATMANESC19680110M01,973,KATMANESC19680110M01
1,281,281,Titular,Fisica,Titular,Preferente,42,Mujer,LANA,BELL,BLANCAS,10/01/1982,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,LANBELBLA19820110M01,974,LANBELBLA19820110M01
1,281,281,,Fisica,Dependiente,Preferente,39,Hombre,CLAUDIO,ALEXANDER,LYNCH,10/01/1985,,ABOGADO,OTROS,OTROS,Soltero/a,86000,ATEQUIZA,N,PEN,Tabasco,AMF A,CLAALELYN19850110H01,975,CLAALELYN19850110H01
1,282,282,Titular,Fisica,Titular,,52,Mujer,LANA,GUIDO,GAUNA,10/01/1972,,ABOGADO,OTROS,OTROS,Soltero/a,23000,ATENGO,N,OCC,Baja California Sur,AMF A,LANGUIGAU19720110M01,976,LANGUIGAU19720110M01
